Level,Content,ExceptionMessage,ExceptionStackTrace,MachineName,Source,ThreadId,Type,Logger,IP,Application,SubApplication,Alias,BelongToType,BelongToUID,BelongToRemark,ObjectBefore,ObjectAfter
TRACE,Tracing#892da6d1-68bd-494f-bb3a-bf52f21e721a begin trace,$,,,,5,Receiving,willk,,WMS-Web-API-Tracing,,,980,892da6d1-68bd-494f-bb3a-bf52f21e721a,1,"{""RefNo"":""TX31963968"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""Container"":[{""ExternalData"":"""",""PackageUOM"":""Pallet"",""Items"":[{""Name"":""RK-32"",""PackageUOM"":""SET"",""PackageQty"":1,""UseMinUOM"":false,""UID"":""00000000-0000-0000-0000-000000000000"",""InventoryRatio"":1,""ExternalData"":null,""ContainerUID"":""00000000-0000-0000-0000-000000000000"",""Barcode"":""0031093911649319639680"",""VirtualItems"":null,""ItemGroupUID"":null,""ItemUID"":[]},{""Name"":""SDG-010"",""PackageUOM"":""EACH"",""PackageQty"":1,""UseMinUOM"":false,""UID"":""00000000-0000-0000-0000-000000000000"",""InventoryRatio"":1,""ExternalData"":null,""ContainerUID"":""00000000-0000-0000-0000-000000000000"",""Barcode"":""0031093911665319639680"",""VirtualItems"":null,""ItemGroupUID"":null,""ItemUID"":[]},{""Name"":""SDG-010"",""PackageUOM"":""EACH"",""PackageQty"":1,""UseMinUOM"":false,""UID"":""00000000-0000-0000-0000-000000000000"",""InventoryRatio"":1,""ExternalData"":null,""ContainerUID"":""00000000-0000-0000-0000-000000000000"",""Barcode"":""0031093911683319639680"",""VirtualItems"":null,""ItemGroupUID"":null,""ItemUID"":[]}],""UID"":""00000000-0000-0000-0000-000000000000"",""ManifestItemUID"":[],""VesselManifestUID"":""00000000-0000-0000-0000-000000000000""}],""ReceivingType"":0,""ReceiverUrl"":null,""ReceiverSecret"":null,""CustomerPartyName"":null,""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""ImportItems"":[],""IsTransferOrder"":false}",
TRACE,Tracing#892da6d1-68bd-494f-bb3a-bf52f21e721a execute time:35530 ms end trace,$,,,,5,Receiving,willk,,WMS-Web-API-Tracing,,,980,892da6d1-68bd-494f-bb3a-bf52f21e721a,2,"{""Success"":false,""Message"":null,""InnerException"":null,""Content"":{""IsComplete"":false,""Message"":""Object reference not set to an instance of an object.""},""TypeCode"":null}",
TRACE,Tracing#a6316553-0074-4665-8c9a-d9a6e6c874ca begin trace,$,,,,5,Receiving,willk,,WMS-Web-API-Tracing,,,980,a6316553-0074-4665-8c9a-d9a6e6c874ca,1,"{""RefNo"":""TX31963968"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""Container"":[{""ExternalData"":"""",""PackageUOM"":""Pallet"",""Items"":[{""Name"":""RK-32"",""PackageUOM"":""SET"",""PackageQty"":1,""UseMinUOM"":false,""UID"":""00000000-0000-0000-0000-000000000000"",""InventoryRatio"":1,""ExternalData"":null,""ContainerUID"":""00000000-0000-0000-0000-000000000000"",""Barcode"":""0031093911649319639680"",""VirtualItems"":null,""ItemGroupUID"":null,""ItemUID"":[]},{""Name"":""SDG-010"",""PackageUOM"":""EACH"",""PackageQty"":1,""UseMinUOM"":false,""UID"":""00000000-0000-0000-0000-000000000000"",""InventoryRatio"":1,""ExternalData"":null,""ContainerUID"":""00000000-0000-0000-0000-000000000000"",""Barcode"":""0031093911665319639680"",""VirtualItems"":null,""ItemGroupUID"":null,""ItemUID"":[]},{""Name"":""SDG-010"",""PackageUOM"":""EACH"",""PackageQty"":1,""UseMinUOM"":false,""UID"":""00000000-0000-0000-0000-000000000000"",""InventoryRatio"":1,""ExternalData"":null,""ContainerUID"":""00000000-0000-0000-0000-000000000000"",""Barcode"":""0031093911683319639680"",""VirtualItems"":null,""ItemGroupUID"":null,""ItemUID"":[]}],""UID"":""00000000-0000-0000-0000-000000000000"",""ManifestItemUID"":[],""VesselManifestUID"":""00000000-0000-0000-0000-000000000000""}],""ReceivingType"":0,""ReceiverUrl"":null,""ReceiverSecret"":null,""CustomerPartyName"":null,""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""ImportItems"":[],""IsTransferOrder"":false}",
TRACE,Tracing#a6316553-0074-4665-8c9a-d9a6e6c874ca execute time:121970 ms end trace,$,,,,9,Receiving,willk,,WMS-Web-API-Tracing,,,980,a6316553-0074-4665-8c9a-d9a6e6c874ca,2,"{""Success"":false,""Message"":null,""InnerException"":null,""Content"":{""IsComplete"":false,""Message"":""Object reference not set to an instance of an object.""},""TypeCode"":null}",
TRACE,Tracing#d2a6cb38-21d9-4750-8948-8061f2849e0c begin trace,$,,,,5,Receiving,willk,,WMS-Web-API-Tracing,,,980,d2a6cb38-21d9-4750-8948-8061f2849e0c,1,"{""RefNo"":""TX31963968"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""Container"":[{""ExternalData"":"""",""PackageUOM"":""Pallet"",""Items"":[{""Name"":""RK-32"",""PackageUOM"":""SET"",""PackageQty"":1,""UseMinUOM"":false,""UID"":""00000000-0000-0000-0000-000000000000"",""InventoryRatio"":1,""ExternalData"":null,""ContainerUID"":""00000000-0000-0000-0000-000000000000"",""Barcode"":""0031093911649319639680"",""VirtualItems"":null,""ItemGroupUID"":null,""ItemUID"":[]},{""Name"":""SDG-010"",""PackageUOM"":""EACH"",""PackageQty"":1,""UseMinUOM"":false,""UID"":""00000000-0000-0000-0000-000000000000"",""InventoryRatio"":1,""ExternalData"":null,""ContainerUID"":""00000000-0000-0000-0000-000000000000"",""Barcode"":""0031093911665319639680"",""VirtualItems"":null,""ItemGroupUID"":null,""ItemUID"":[]},{""Name"":""SDG-010"",""PackageUOM"":""EACH"",""PackageQty"":1,""UseMinUOM"":false,""UID"":""00000000-0000-0000-0000-000000000000"",""InventoryRatio"":1,""ExternalData"":null,""ContainerUID"":""00000000-0000-0000-0000-000000000000"",""Barcode"":""0031093911683319639680"",""VirtualItems"":null,""ItemGroupUID"":null,""ItemUID"":[]}],""UID"":""00000000-0000-0000-0000-000000000000"",""ManifestItemUID"":[],""VesselManifestUID"":""00000000-0000-0000-0000-000000000000""}],""ReceivingType"":0,""ReceiverUrl"":null,""ReceiverSecret"":null,""CustomerPartyName"":null,""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""ImportItems"":[],""IsTransferOrder"":false}",
TRACE,Tracing#d2a6cb38-21d9-4750-8948-8061f2849e0c execute time:119133 ms end trace,$,,,,5,Receiving,willk,,WMS-Web-API-Tracing,,,980,d2a6cb38-21d9-4750-8948-8061f2849e0c,2,"{""Success"":false,""Message"":null,""InnerException"":null,""Content"":{""IsComplete"":false,""Message"":""Object reference not set to an instance of an object.""},""TypeCode"":null}",
TRACE,Tracing#e6218b8d-06e2-42e0-9f1e-cac8b4b44328 begin trace,$,,,,36,Receiving,willk,,WMS-Web-API-Tracing,,,980,e6218b8d-06e2-42e0-9f1e-cac8b4b44328,1,"{""RefNo"":""TX31963968"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""Container"":[{""ExternalData"":"""",""PackageUOM"":""Pallet"",""Items"":[{""Name"":""RK-32"",""PackageUOM"":""SET"",""PackageQty"":1,""UseMinUOM"":false,""UID"":""00000000-0000-0000-0000-000000000000"",""InventoryRatio"":1,""ExternalData"":null,""ContainerUID"":""00000000-0000-0000-0000-000000000000"",""Barcode"":""0031093911649319639680"",""VirtualItems"":null,""ItemGroupUID"":null,""ItemUID"":[]},{""Name"":""SDG-010"",""PackageUOM"":""EACH"",""PackageQty"":1,""UseMinUOM"":false,""UID"":""00000000-0000-0000-0000-000000000000"",""InventoryRatio"":1,""ExternalData"":null,""ContainerUID"":""00000000-0000-0000-0000-000000000000"",""Barcode"":""0031093911665319639680"",""VirtualItems"":null,""ItemGroupUID"":null,""ItemUID"":[]},{""Name"":""SDG-010"",""PackageUOM"":""EACH"",""PackageQty"":1,""UseMinUOM"":false,""UID"":""00000000-0000-0000-0000-000000000000"",""InventoryRatio"":1,""ExternalData"":null,""ContainerUID"":""00000000-0000-0000-0000-000000000000"",""Barcode"":""0031093911683319639680"",""VirtualItems"":null,""ItemGroupUID"":null,""ItemUID"":[]}],""UID"":""00000000-0000-0000-0000-000000000000"",""ManifestItemUID"":[],""VesselManifestUID"":""00000000-0000-0000-0000-000000000000""}],""ReceivingType"":0,""ReceiverUrl"":null,""ReceiverSecret"":null,""CustomerPartyName"":null,""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""ImportItems"":[],""IsTransferOrder"":false}",
