Level,Content,ExceptionMessage,ExceptionStackTrace,MachineName,Source,ThreadId,Type,Logger,IP,Application,SubApplication,Alias,BelongToType,BelongToUID,BelongToRemark,ObjectBefore,ObjectAfter
TRACE,Tracing#3a28b0d7-49ef-43b7-a480-602b5118ef8c begin trace,$,,,,6,CreateAdjustmentTicket,admin,,WMS-Web-API-Tracing,,,980,3a28b0d7-49ef-43b7-a480-602b5118ef8c,1,"[{""WarehouseUID"":""3c336ed8-4a9d-4df2-94ad-4ebfbc8bca76"",""PayloadUID"":""00000000-0000-0000-0000-000000000000"",""ItemUID"":""d27f4978-420c-4f0f-8cd5-8814004202d9"",""ModifyPackageUID"":""0069599d-020d-4cfa-89a7-e6248943c3a8"",""ModifyQty"":100,""ModifySlotUID"":""52b871ee-e967-4003-8892-fa3ac76db335"",""ActionType"":2,""isNew"":true,""AdjustType"":0}]",
TRACE,Tracing#3a28b0d7-49ef-43b7-a480-602b5118ef8c execute time:25572 ms end trace,$,,,,16,CreateAdjustmentTicket,admin,,WMS-Web-API-Tracing,,,980,3a28b0d7-49ef-43b7-a480-602b5118ef8c,2,"{""Success"":false,""Message"":""SDR-070 與這包裝不 匹配"",""InnerException"":null,""Content"":false,""TypeCode"":null}",
TRACE,Tracing#51855a01-ecd8-4b11-aba1-eee7ebd1516c begin trace,$,,,,6,CreateAdjustmentTicket,admin,,WMS-Web-API-Tracing,,,980,51855a01-ecd8-4b11-aba1-eee7ebd1516c,1,"[{""WarehouseUID"":""3c336ed8-4a9d-4df2-94ad-4ebfbc8bca76"",""PayloadUID"":""00000000-0000-0000-0000-000000000000"",""ItemUID"":""a96a9de6-f027-4714-b439-64d477fec187"",""ModifyPackageUID"":""0069599d-020d-4cfa-89a7-e6248943c3a8"",""ModifyQty"":100,""ModifySlotUID"":""52b871ee-e967-4003-8892-fa3ac76db335"",""ActionType"":2,""isNew"":true,""AdjustType"":0}]",
TRACE,Tracing#51855a01-ecd8-4b11-aba1-eee7ebd1516c execute time:35569 ms end trace,$,,,,11,CreateAdjustmentTicket,admin,,WMS-Web-API-Tracing,,,980,51855a01-ecd8-4b11-aba1-eee7ebd1516c,2,"{""Success"":false,""Message"":"""",""InnerException"":null,""Content"":false,""TypeCode"":null}",
TRACE,Tracing#79873f14-6bd2-4b61-a36a-106245d2e833 begin trace,$,,,,6,CreateAdjustmentTicket,admin,,WMS-Web-API-Tracing,,,980,79873f14-6bd2-4b61-a36a-106245d2e833,1,"[{""WarehouseUID"":""3c336ed8-4a9d-4df2-94ad-4ebfbc8bca76"",""PayloadUID"":""00000000-0000-0000-0000-000000000000"",""ItemUID"":""a96a9de6-f027-4714-b439-64d477fec187"",""ModifyPackageUID"":""0069599d-020d-4cfa-89a7-e6248943c3a8"",""ModifyQty"":100,""ModifySlotUID"":""52b871ee-e967-4003-8892-fa3ac76db335"",""ActionType"":2,""isNew"":true,""AdjustType"":0}]",
TRACE,CreateAdjustmentTicket sync method <CreateAdjustmentTicket>b__8,$,,,,28,CreateAdjustmentTicket,admin,,WMS-Web-API-Tracing,,,980,79873f14-6bd2-4b61-a36a-106245d2e833,2,null,null
TRACE,ready to modifiedonhand sync received parameter,$,,,,30,CreateAdjustmentTicket,admin,,WMS-Web-API-Tracing,,,980,79873f14-6bd2-4b61-a36a-106245d2e833,3,"[{""ItemUID"":""a96a9de6-f027-4714-b439-64d477fec187"",""SlotUID"":""52b871ee-e967-4003-8892-fa3ac76db335"",""Quantity"":100,""PayloadType"":1,""PayloadUID"":""9e9b83cf-2af6-4da7-86ce-6ed553c5ee43""}]",null
TRACE,Begin sync onhand data,$,,,,11,CreateAdjustmentTicket,admin,,WMS-Web-API-Tracing,,,980,79873f14-6bd2-4b61-a36a-106245d2e833,4,"""2021-11-08T11:42:42.8570958+08:00""","""1b665436-1eb2-47b2-b5c9-a21bc07394f8"""
TRACE,End sync onhand data,$,,,,28,CreateAdjustmentTicket,admin,,WMS-Web-API-Tracing,,,980,79873f14-6bd2-4b61-a36a-106245d2e833,5,"[{""UID"":""00000000-0000-0000-0000-000000000000"",""ItemNo"":""SDG-020"",""Quantity"":100,""WmsLocationID"":""Z56"",""UpdateDate"":""2021-11-08T11:42:42.8550963+08:00"",""LocationID"":1,""WarehouseID"":15601,""InventoryType"":1}]","{""Success"":true,""Message"":null,""InnerException"":null,""Content"":true,""TypeCode"":null}"
TRACE,sync onhand result:True,$,,,,30,CreateAdjustmentTicket,admin,,WMS-Web-API-Tracing,,,980,79873f14-6bd2-4b61-a36a-106245d2e833,6,"{""Success"":true,""Message"":null,""InnerException"":null,""Content"":true,""TypeCode"":null}",null
