Level,Content,ExceptionMessage,ExceptionStackTrace,MachineName,Source,ThreadId,Type,Logger,IP,Application,SubApplication,Alias,BelongToType,BelongToUID,BelongToRemark,ObjectBefore,ObjectAfter
TRACE,Tracing#061aa443-7ad7-46da-80b3-277765e28bda begin trace,$,,,,9,DeleteManifest,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,061aa443-7ad7-46da-80b3-277765e28bda,1,"{""RefNo"":""5569555"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""IgnoreCheckManifest"":true,""ForceDelete"":true}",
TRACE,Tracing#cdcd6fc6-cd9e-4716-ba07-1a28dd89408c begin trace,$,,,,8,DeleteManifest,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,cdcd6fc6-cd9e-4716-ba07-1a28dd89408c,1,"{""RefNo"":""5569555"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""IgnoreCheckManifest"":true,""ForceDelete"":true}",
TRACE,Tracing#f0928e24-3db2-44bf-b3da-e24720991dd0 begin trace,$,,,,8,DeleteManifest,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,f0928e24-3db2-44bf-b3da-e24720991dd0,1,"{""RefNo"":""5569555"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""IgnoreCheckManifest"":true,""ForceDelete"":true}",
TRACE,Tracing#fd7d13ff-54f7-4b27-b995-61f23b834d2c begin trace,$,,,,6,DeleteManifest,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,fd7d13ff-54f7-4b27-b995-61f23b834d2c,1,"{""RefNo"":""5569555"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""IgnoreCheckManifest"":true,""ForceDelete"":true}",
TRACE,Tracing#ef8234e3-ffc5-4fd1-84e4-29cbe5de6e87 begin trace,$,,,,9,DeleteManifest,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,ef8234e3-ffc5-4fd1-84e4-29cbe5de6e87,1,"{""RefNo"":""5569555"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""IgnoreCheckManifest"":true,""ForceDelete"":true}",
TRACE,Tracing#cc100b07-72d5-4710-aa4b-995bdfbcfaec begin trace,$,,,,5,DeleteManifest,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,cc100b07-72d5-4710-aa4b-995bdfbcfaec,1,"{""RefNo"":""5569555"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""IgnoreCheckManifest"":true,""ForceDelete"":true}",
TRACE,Tracing#2ce1fae4-e4b5-4ddd-84af-ec68210bd96e begin trace,$,,,,7,DeleteManifest,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,2ce1fae4-e4b5-4ddd-84af-ec68210bd96e,1,"{""RefNo"":""5569555"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""IgnoreCheckManifest"":true,""ForceDelete"":true}",
TRACE,Tracing#4a981325-5cbf-4225-b1c3-45c7c0d8da50 begin trace,$,,,,6,DeleteManifest,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,4a981325-5cbf-4225-b1c3-45c7c0d8da50,1,"{""RefNo"":""5569555"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""IgnoreCheckManifest"":true,""ForceDelete"":true}",
TRACE,Tracing#dd43a87b-d074-4767-8b53-d277f0cd5e41 begin trace,$,,,,6,DeleteManifest,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,dd43a87b-d074-4767-8b53-d277f0cd5e41,1,"{""RefNo"":""5569555"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""IgnoreCheckManifest"":true,""ForceDelete"":true}",
TRACE,Tracing#0607015b-ab08-4def-8cd3-8c671861fa9c begin trace,$,,,,5,DeleteManifest,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,0607015b-ab08-4def-8cd3-8c671861fa9c,1,"{""RefNo"":""5569555"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""IgnoreCheckManifest"":true,""ForceDelete"":true}",
TRACE,Tracing#245c8772-273f-4d3e-bb4f-c9bb97b36e88 begin trace,$,,,,6,DeleteManifest,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,245c8772-273f-4d3e-bb4f-c9bb97b36e88,1,"{""RefNo"":""5569555"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""IgnoreCheckManifest"":true,""ForceDelete"":true}",
TRACE,Tracing#245c8772-273f-4d3e-bb4f-c9bb97b36e88 execute time:148882 ms end trace,$,,,,60,DeleteManifest,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,245c8772-273f-4d3e-bb4f-c9bb97b36e88,2,"{""Success"":false,""Message"":""  ,,,,,,,,,,,,,,,, \n\n  ,"",""InnerException"":null,""Content"":{""IsComplete"":false,""Message"":""  ,,,,,,,,,,,,,,,, \n\n  ,""},""TypeCode"":null}",
